"","riskyoption1","riskyoption2","safeoption","choiceP","easy0difficult1"
"1",12.5535156604834,0,7.79614013914252,0.500242070453345,1
"2",1.08557716690702,0,2.81505827679066,1.09588568957265e-07,0
"3",18.496614403883,0,11.4074371704948,0.523261858188977,1
"4",1.54414034589427,0,11.7883811667562,1.78806208529189e-08,0
"5",8.49487671700772,0,6.78185826739063,0.0173050174341754,0
"6",16.8244751596474,0,10.5296814240166,0.474349943964596,1
"7",3.01653379981872,0,10.938218672853,4.52927255056481e-08,0
"8",9.38171508227242,0,5.74466596776619,0.546660330325732,1
"9",11.1108735567308,0,6.96933896298287,0.466841663405655,1
"10",2.6800134488265,0,9.54042660974665,4.7056703316112e-08,0
"11",5.32151388050988,0,5.13448790839175,0.000266917854511579,0
"12",9.5729336695862,0,5.97569810918067,0.483084080838505,1
"13",14.8841400120407,0,9.12700837337179,0.542016970656714,1
"14",21.2129731398658,0,8.1429582563811,0.990156233874295,0
"15",12.2298420466483,0,8.95516803477658,0.0773108455539787,0
"16",20.1668668465107,0,0.986689605400898,0.999867746182461,0
"17",1.43744363819715,0,9.49472233346896,1.99898671596414e-08,0
"18",24.4859073679079,0,5.18790530203842,0.999285330300027,0
"19",9.87994733483065,0,6.04586168980459,0.548736591971644,1
"20",15.3604826017399,0,9.52962382487021,0.503640430224812,1
"21",2.70351185384206,0,5.91363725784467,2.08464075279365e-07,0
"22",19.1082739788224,0,11.6972771286732,0.547548112984322,1
"23",10.9526090275263,0,11.2204174534883,7.68294916718953e-05,0
"24",3.64746842106106,0,8.72144085430773,1.45982133918105e-07,0
"25",16.286051493173,0,10.236701065395,0.459857952054673,1
"26",14.2104167307611,0,8.93144401020836,0.46008559835404,1
"27",2.87906429622089,0,2.45759476252133,0.00454409314910374,0
"28",4.19187071789056,0,3.89584263307042,0.000671109500563139,0
"29",12.8231008151197,0,7.85503344844328,0.545375106200748,1
"30",9.70266024776502,0,10.8834608434816,2.5752976775029e-05,0
"31",9.70832336519379,0,6.04779132205294,0.489954772027929,1
"32",13.9330757361953,0,8.58893346255645,0.524803801839345,1
"33",24.9457137358841,0,5.6503622239572,0.999131225334155,0
"34",13.9567046670243,0,8.71882761564339,0.480523372879324,1
"35",12.8346056914073,0,7.93992170860292,0.513093980218686,1
"36",3.61461806953885,0,11.8184036516352,5.69103603664429e-08,0
"37",10.7773212140659,0,6.70180559277069,0.495890844270939,1
"38",24.3786430563196,0,6.55767563433619,0.998418498131238,0
"39",21.3867703106022,0,3.89365990652004,0.999510743049482,0
"40",3.87529581715353,0,6.64032379637938,7.28159343592135e-07,0
"41",17.7990070674336,0,10.9396760191419,0.534488386099116,1
"42",18.8813388763811,0,11.8295765248477,0.470768569632897,1
"43",18.3285996215185,0,11.2272137442953,0.545466642389219,1
"44",17.2453350460157,0,10.8250438406016,0.46440315816151,1
"45",4.12691183910938,0,2.55069546187296,0.516142415609522,1
"46",9.30788226122968,0,3.63368378219893,0.988993435559632,0
"47",16.4107777221361,0,10.1141782932449,0.525490958912382,1
"48",2.6694736253703,0,1.673236227897,0.469256815064269,1
"49",6.18878008205211,0,3.02913652501302,0.935972704895056,0
"50",21.3526447418262,0,7.07737887869589,0.995871219673687,0
"51",18.9451836275985,0,11.5954182340647,0.548111624869926,1
"52",1.56164121599868,0,3.91831633032998,1.22624799078744e-07,0
"53",18.6514306820929,0,11.5307390857954,0.515293179397969,1
"54",17.7118289686856,0,1.79852415650385,0.999796783195194,0
"55",6.02043802981498,0,6.36641347086988,5.1561981719005e-05,0
"56",15.1016630722675,0,9.50986568075605,0.453609608515319,1
"57",8.66116882083006,0,9.28564028613036,4.36246287376255e-05,0
"58",17.6039532819414,0,0.630051153793465,0.999878268987516,0
"59",18.678013584041,0,11.7502505409648,0.456970593830938,1
"60",28.3078230211511,0,6.90623135323403,0.998894921708566,0
"61",10.7706421528244,0,9.9861553741619,0.00071051580737112,0
"62",5.65896636348916,0,3.55866002583643,0.458266532397501,1
"63",3.18671134428587,0,8.68567048695404,9.33826460676745e-08,0
"64",0.978888966608793,0,10.0073583635734,1.51668991961769e-08,0
"65",19.0036621556617,0,11.9676629230031,0.453435464022022,1
"66",19.2427849786705,0,11.8847743930179,0.518502794977289,1
"67",26.542281846446,0,5.23167596734129,0.999409545849615,0
"68",10.6396352459793,0,4.17914953075815,0.988529074963291,0
"69",25.2546420540079,0,10.5021030429751,0.982867306855299,0
"70",18.347068724269,0,8.03683562773513,0.974616321562649,0
"71",29.9372801151942,0,1.77665889833588,0.999857647723325,0
"72",9.71805502759526,0,8.55763172530569,0.00232125240516007,0
